Item Code,Total_Revenue,Sales_Count,First_Sale,Last_Sale,Lifespan_Days,Avg_Revenue_Per_Sale,Sales_Frequency,PLV_Simple,PLV_Category
10079,0.0,1,2020-09-30,2020-09-30,1,0.0,365.25,0.0,Low Value
1008,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
10085,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10087,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10089,0.0,2,2020-07-31,2020-09-30,61,0.0,11.975409836065575,0.0,Low Value
10090,0.0,1,2020-09-30,2020-09-30,1,0.0,365.25,0.0,Low Value
10091,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10092,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10093,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
10097,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10099,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10100,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10101,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10102,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10103,19.13,3,2020-01-31,2020-07-31,182,6.376666666666666,6.020604395604395,115.17416208791207,Premium Value
10104,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10105,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10106,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
101117,0.73,2,2020-01-31,2020-07-31,182,0.365,4.013736263736264,4.395041208791208,High Value
10120,4.04,3,2020-01-31,2020-07-31,182,1.3466666666666667,6.020604395604395,24.323241758241757,High Value
10123,1.02,1,2020-01-31,2020-01-31,1,1.02,365.25,1117.665,Premium Value
10124,1.02,2,2020-01-31,2020-03-31,60,0.51,12.175,18.627750000000002,High Value
10125,0.51,2,2020-01-31,2020-03-31,60,0.255,12.175,9.313875000000001,High Value
10127,0.0,1,2020-09-30,2020-09-30,1,0.0,365.25,0.0,Low Value
101346,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
101486,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
101532,2.38,3,2020-01-31,2020-07-31,182,0.7933333333333333,6.020604395604395,14.329038461538461,High Value
101567,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
101591,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
101664,0.32,3,2020-01-31,2020-07-31,182,0.10666666666666667,6.020604395604395,1.9265934065934065,High Value
101672,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
101680,0.17,2,2020-03-31,2020-07-31,122,0.085,5.9877049180327875,1.5268647540983609,High Value
101702,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
101753,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10183,0.0,1,2020-09-30,2020-09-30,1,0.0,365.25,0.0,Low Value
101915,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
101923,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
10197,53.370000000000005,3,2020-01-31,2020-07-31,182,17.790000000000003,6.020604395604395,321.3196565934066,Premium Value
101974,45.81,3,2020-01-31,2020-07-31,182,15.270000000000001,6.020604395604395,275.8038873626374,Premium Value
102,0.4,2,2020-01-31,2020-07-31,182,0.2,4.013736263736264,2.4082417582417586,High Value
102032,1.99,3,2020-01-31,2020-07-31,182,0.6633333333333333,6.020604395604395,11.981002747252745,High Value
102083,2.21,3,2020-01-31,2020-07-31,182,0.7366666666666667,6.020604395604395,13.305535714285714,High Value
102148,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10243,4.42,3,2020-01-31,2020-07-31,182,1.4733333333333334,6.020604395604395,26.611071428571428,High Value
10245,6.3100000000000005,3,2020-01-31,2020-07-31,182,2.1033333333333335,6.020604395604395,37.990013736263734,High Value
10246,2.21,3,2020-01-31,2020-07-31,182,0.7366666666666667,6.020604395604395,13.305535714285714,High Value
10264,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10265,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
10267,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
10268,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
10269,3.56,3,2020-01-31,2020-07-31,182,1.1866666666666668,6.020604395604395,21.433351648351646,High Value
10271,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10272,0.48,3,2020-01-31,2020-07-31,182,0.16,6.020604395604395,2.8898901098901097,High Value
10274,0.34,1,2020-03-31,2020-03-31,1,0.34,365.25,372.555,Premium Value
10276,1.36,3,2020-01-31,2020-07-31,182,0.45333333333333337,6.020604395604395,8.188021978021979,High Value
10278,1.89,2,2020-01-31,2020-07-31,182,0.945,4.013736263736264,11.378942307692306,High Value
10279,1.86,3,2020-01-31,2020-07-31,182,0.62,6.020604395604395,11.198324175824174,High Value
103055,0.0,4,2020-01-31,2020-09-30,243,0.0,6.012345679012346,0.0,Low Value
103098,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
10324,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
10332,86.44,3,2020-01-31,2020-07-31,182,28.813333333333333,6.020604395604395,520.4210439560438,Premium Value
10345,6.25,3,2020-01-31,2020-07-31,182,2.0833333333333335,6.020604395604395,37.628777472527474,High Value
10346,9.0,3,2020-01-31,2020-07-31,182,3.0,6.020604395604395,54.18543956043956,High Value
10356,0.75,2,2020-01-31,2020-03-31,60,0.375,12.175,13.696875000000002,High Value
103608,2.29,3,2020-01-31,2020-07-31,182,0.7633333333333333,6.020604395604395,13.787184065934063,High Value
10375,52.59,3,2020-01-31,2020-07-31,182,17.53,6.020604395604395,316.62358516483516,Premium Value
10387,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
10394,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
104,1.8,3,2020-01-31,2020-07-31,182,0.6,6.020604395604395,10.837087912087911,High Value
10401,0.8500000000000001,2,2020-01-31,2020-03-31,60,0.42500000000000004,12.175,15.523125000000004,High Value
104060,4.59,3,2020-01-31,2020-07-31,182,1.53,6.020604395604395,27.634574175824174,High Value
10407,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
10413,40.8,3,2020-01-31,2020-07-31,182,13.6,6.020604395604395,245.64065934065934,Premium Value
104280,0.57,3,2020-01-31,2020-07-31,182,0.18999999999999997,6.020604395604395,3.431744505494505,High Value
10430,138.79,3,2020-01-31,2020-07-31,182,46.26333333333333,6.020604395604395,835.5996840659338,Premium Value
104302,1.52,2,2020-01-31,2020-03-31,60,0.76,12.175,27.759,High Value
10431,79.83,3,2020-01-31,2020-07-31,182,26.61,6.020604395604395,480.62484890109886,Premium Value
10432,2.5,3,2020-01-31,2020-07-31,182,0.8333333333333334,6.020604395604395,15.051510989010989,High Value
10434,264.57,3,2020-01-31,2020-07-31,182,88.19,6.020604395604395,1592.8713049450548,Premium Value
10435,22.66,2,2020-01-31,2020-03-31,60,11.33,12.175,413.82825,Premium Value
10436,147.87,3,2020-01-31,2020-07-31,182,49.29,6.020604395604395,890.2667719780218,Premium Value
10437,2.0,2,2020-01-31,2020-03-31,60,1.0,12.175,36.525000000000006,High Value
10438,21.5,3,2020-01-31,2020-07-31,182,7.166666666666667,6.020604395604395,129.44299450549448,Premium Value
10439,1.74,3,2020-01-31,2020-07-31,182,0.58,6.020604395604395,10.475851648351647,High Value
10440,0.49,3,2020-01-31,2020-09-30,243,0.16333333333333333,4.5092592592592595,2.209537037037037,High Value
104400,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10441,43.55,4,2020-01-31,2020-09-30,243,10.8875,6.012345679012346,196.37824074074075,Premium Value
10442,115.69999999999999,4,2020-01-31,2020-09-30,243,28.924999999999997,6.012345679012346,521.7212962962963,Premium Value
10443,66.4,3,2020-01-31,2020-07-31,182,22.133333333333336,6.020604395604395,399.76813186813183,Premium Value
10444,113.95,3,2020-01-31,2020-07-31,182,37.983333333333334,6.020604395604395,686.0478708791209,Premium Value
10445,31.75,3,2020-01-31,2020-07-31,182,10.583333333333334,6.020604395604395,191.15418956043953,Premium Value
104450,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
104604,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
104639,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10472,6.25,3,2020-01-31,2020-07-31,182,2.0833333333333335,6.020604395604395,37.628777472527474,High Value
10475,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
10480,6.41,3,2020-01-31,2020-07-31,182,2.1366666666666667,6.020604395604395,38.59207417582417,High Value
104949,0.08,2,2020-03-31,2020-07-31,122,0.04,5.9877049180327875,0.7185245901639346,High Value
10499,2.21,3,2020-01-31,2020-07-31,182,0.7366666666666667,6.020604395604395,13.305535714285714,High Value
105,18.0,3,2020-01-31,2020-07-31,182,6.0,6.020604395604395,108.37087912087912,Premium Value
105023,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
105031,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
10529,247.24,3,2020-01-31,2020-07-31,182,82.41333333333334,6.020604395604395,1488.5342307692308,Premium Value
10545,0.16,3,2020-01-31,2020-07-31,182,0.05333333333333334,6.020604395604395,0.9632967032967032,High Value
105490,10.379999999999999,3,2020-01-31,2020-07-31,182,3.4599999999999995,6.020604395604395,62.49387362637361,High Value
1058,25.29,3,2020-01-31,2020-07-31,182,8.43,6.020604395604395,152.26108516483515,Premium Value
10586,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
10593,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
106,4.0,3,2020-01-31,2020-07-31,182,1.3333333333333333,6.020604395604395,24.082417582417577,High Value
10603,0.64,2,2020-01-31,2020-07-31,182,0.32,4.013736263736264,3.853186813186813,High Value
10607,0.51,2,2020-03-31,2020-07-31,122,0.255,5.9877049180327875,4.580594262295083,High Value
10609,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10610,4.5,3,2020-01-31,2020-07-31,182,1.5,6.020604395604395,27.09271978021978,High Value
10632,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10634,23.03,3,2020-01-31,2020-07-31,182,7.676666666666667,6.020604395604395,138.6545192307692,Premium Value
10636,5.45,2,2020-03-31,2020-07-31,122,2.725,5.9877049180327875,48.94948770491804,High Value
10637,19.17,3,2020-01-31,2020-07-31,182,6.390000000000001,6.020604395604395,115.41498626373627,Premium Value
10638,11.5,3,2020-01-31,2020-07-31,182,3.8333333333333335,6.020604395604395,69.23695054945054,Premium Value
10646,0.25,3,2020-01-31,2020-07-31,182,0.08333333333333333,6.020604395604395,1.5051510989010985,High Value
106518,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
10666,0.48,3,2020-01-31,2020-07-31,182,0.16,6.020604395604395,2.8898901098901097,High Value
10667,0.16,2,2020-01-31,2020-03-31,60,0.08,12.175,2.922,High Value
10668,62.06,3,2020-01-31,2020-07-31,182,20.686666666666667,6.020604395604395,373.6387087912088,Premium Value
10669,0.51,2,2020-01-31,2020-03-31,60,0.255,12.175,9.313875000000001,High Value
10671,0.17,1,2020-03-31,2020-03-31,1,0.17,365.25,186.2775,Premium Value
106739,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10675,0.34,2,2020-01-31,2020-03-31,60,0.17,12.175,6.209250000000001,High Value
10676,1.02,3,2020-01-31,2020-07-31,182,0.34,6.020604395604395,6.141016483516482,High Value
10678,0.8400000000000001,3,2020-01-31,2020-07-31,182,0.28,6.020604395604395,5.057307692307692,High Value
106917,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10693,11.25,3,2020-01-31,2020-07-31,182,3.75,6.020604395604395,67.73179945054945,Premium Value
10696,11.0,3,2020-01-31,2020-07-31,182,3.6666666666666665,6.020604395604395,66.22664835164835,Premium Value
106968,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
107,44.26,3,2020-01-31,2020-07-31,182,14.753333333333332,6.020604395604395,266.47195054945047,Premium Value
10711,73.67,3,2020-01-31,2020-07-31,182,24.55666666666667,6.020604395604395,443.53792582417583,Premium Value
107123,0.75,2,2020-01-31,2020-07-31,182,0.375,4.013736263736264,4.515453296703297,High Value
107352,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10737,0.32,1,2020-01-31,2020-01-31,1,0.32,365.25,350.64,Premium Value
10738,0.66,2,2020-01-31,2020-03-31,60,0.33,12.175,12.053250000000002,High Value
10740,3.7600000000000002,3,2020-01-31,2020-07-31,182,1.2533333333333334,6.020604395604395,22.637472527472525,High Value
107549,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
107557,0.4,2,2020-03-31,2020-07-31,122,0.2,5.9877049180327875,3.5926229508196728,High Value
10758,7.09,3,2020-01-31,2020-07-31,182,2.3633333333333333,6.020604395604395,42.68608516483516,High Value
10768,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10770,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
107816,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
10787,4.08,2,2020-01-31,2020-03-31,60,2.04,12.175,74.51100000000001,Premium Value
10790,0.25,1,2020-03-31,2020-03-31,1,0.25,365.25,273.9375,Premium Value
107921,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10799,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
10804,17.560000000000002,3,2020-01-31,2020-07-31,182,5.853333333333334,6.020604395604395,105.7218131868132,Premium Value
10818,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
108200,0.48,3,2020-01-31,2020-07-31,182,0.16,6.020604395604395,2.8898901098901097,High Value
10828,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10829,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10836,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
108367,1.7000000000000002,3,2020-01-31,2020-07-31,182,0.5666666666666668,6.020604395604395,10.235027472527474,High Value
10844,0.34,2,2020-01-31,2020-03-31,60,0.17,12.175,6.209250000000001,High Value
10847,2.2199999999999998,3,2020-01-31,2020-07-31,182,0.7399999999999999,6.020604395604395,13.365741758241754,High Value
10851,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
10859,1.56,3,2020-01-31,2020-07-31,182,0.52,6.020604395604395,9.392142857142856,High Value
108596,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
10860,10.05,3,2020-01-31,2020-07-31,182,3.35,6.020604395604395,60.50707417582417,High Value
10861,13.9,3,2020-01-31,2020-07-31,182,4.633333333333334,6.020604395604395,83.6864010989011,Premium Value
10862,5.09,3,2020-01-31,2020-07-31,182,1.6966666666666665,6.020604395604395,30.64487637362637,High Value
108634,6.01,3,2020-01-31,2020-07-31,182,2.0033333333333334,6.020604395604395,36.183832417582416,High Value
10864,0.34,2,2020-01-31,2020-03-31,60,0.17,12.175,6.209250000000001,High Value
10866,4.72,4,2020-01-31,2020-09-30,243,1.18,6.012345679012346,21.2837037037037,High Value
10867,1.36,2,2020-01-31,2020-03-31,60,0.68,12.175,24.837000000000003,High Value
10869,1.3,2,2020-01-31,2020-03-31,60,0.65,12.175,23.741250000000004,High Value
108790,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10898,32.78,3,2020-01-31,2020-07-31,182,10.926666666666668,6.020604395604395,197.35541208791207,Premium Value
109,7.3,3,2020-01-31,2020-07-31,182,2.433333333333333,6.020604395604395,43.950412087912085,High Value
109053,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
10907,69.94,3,2020-01-31,2020-07-31,182,23.313333333333333,6.020604395604395,421.0810714285714,Premium Value
10908,1.5300000000000002,3,2020-01-31,2020-07-31,182,0.5100000000000001,6.020604395604395,9.211524725274726,High Value
10909,0.0,2,2020-07-31,2020-09-30,61,0.0,11.975409836065575,0.0,Low Value
10910,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
109134,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
10930,1.53,2,2020-01-31,2020-03-31,60,0.765,12.175,27.941625000000002,High Value
10931,235.0,4,2020-01-31,2020-09-30,243,58.75,6.012345679012346,1059.6759259259259,Premium Value
10932,21.5,3,2020-01-31,2020-07-31,182,7.166666666666667,6.020604395604395,129.44299450549448,Premium Value
10934,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10936,8.25,3,2020-01-31,2020-07-31,182,2.75,6.020604395604395,49.66998626373626,High Value
10940,9.5,3,2020-01-31,2020-07-31,182,3.1666666666666665,6.020604395604395,57.19574175824175,High Value
10946,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
109525,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10953,0.0,4,2020-01-31,2020-09-30,243,0.0,6.012345679012346,0.0,Low Value
10959,0.8500000000000001,3,2020-01-31,2020-07-31,182,0.2833333333333334,6.020604395604395,5.117513736263737,High Value
10979,46.54,3,2020-01-31,2020-07-31,182,15.513333333333334,6.020604395604395,280.19892857142855,Premium Value
109924,0.24,2,2020-01-31,2020-03-31,60,0.12,12.175,4.383,High Value
10994,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
10997,1.02,3,2020-01-31,2020-07-31,182,0.34,6.020604395604395,6.141016483516482,High Value
110,0.4,2,2020-01-31,2020-03-31,60,0.2,12.175,7.3050000000000015,High Value
110000,0.58,3,2020-01-31,2020-07-31,182,0.19333333333333333,6.020604395604395,3.491950549450549,High Value
11002,38.58,3,2020-01-31,2020-07-31,182,12.86,6.020604395604395,232.27491758241757,Premium Value
110132,6.86,3,2020-01-31,2020-07-31,182,2.2866666666666666,6.020604395604395,41.301346153846154,High Value
11014,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
11019,148.79,3,2020-01-31,2020-07-31,182,49.596666666666664,6.020604395604395,895.8057280219779,Premium Value
11029,207.85,3,2020-01-31,2020-07-31,182,69.28333333333333,6.020604395604395,1251.3826236263735,Premium Value
110345,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
11037,17.33,3,2020-01-31,2020-07-31,182,5.776666666666666,6.020604395604395,104.33707417582417,Premium Value
11055,3.75,3,2020-01-31,2020-07-31,182,1.25,6.020604395604395,22.577266483516482,High Value
11056,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
11057,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
11062,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
11070,1.06,3,2020-01-31,2020-07-31,182,0.35333333333333333,6.020604395604395,6.381840659340659,High Value
11072,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
11084,17.28,3,2020-01-31,2020-07-31,182,5.760000000000001,6.020604395604395,104.03604395604395,Premium Value
11085,6.17,3,2020-01-31,2020-07-31,182,2.0566666666666666,6.020604395604395,37.14712912087912,High Value
11086,3.3000000000000003,3,2020-01-31,2020-07-31,182,1.1,6.020604395604395,19.867994505494508,High Value
11088,278.33,3,2020-01-31,2020-07-31,182,92.77666666666666,6.020604395604395,1675.7148214285712,Premium Value
11108,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
11118,247.51,3,2020-01-31,2020-07-31,182,82.50333333333333,6.020604395604395,1490.1597939560438,Premium Value
11132,7.76,1,2020-07-31,2020-07-31,1,7.76,365.25,8503.02,Premium Value
11141,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
11142,12.27,3,2020-01-31,2020-07-31,182,4.09,6.020604395604395,73.87281593406593,Premium Value
11169,9.15,3,2020-01-31,2020-07-31,182,3.0500000000000003,6.020604395604395,55.08853021978022,High Value
111708,1.55,3,2020-01-31,2020-07-31,182,0.5166666666666667,6.020604395604395,9.331936813186815,High Value
111740,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
11175,0.4,2,2020-01-31,2020-03-31,60,0.2,12.175,7.3050000000000015,High Value
112,46.35,3,2020-01-31,2020-07-31,182,15.450000000000001,6.020604395604395,279.05501373626373,Premium Value
11207,121.14,3,2020-01-31,2020-07-31,182,40.38,6.020604395604395,729.3360164835165,Premium Value
11215,116.47,3,2020-01-31,2020-07-31,182,38.82333333333333,6.020604395604395,701.2197939560438,Premium Value
1122,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
112275,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
112283,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
11231,102.12,3,2020-01-31,2020-07-31,182,34.04,6.020604395604395,614.8241208791208,Premium Value
112526,0.08,1,2020-07-31,2020-07-31,1,0.08,365.25,87.66,Premium Value
112542,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
11266,102.83,3,2020-01-31,2020-07-31,182,34.276666666666664,6.020604395604395,619.0987499999999,Premium Value
112720,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
112739,8.05,3,2020-01-31,2020-07-31,182,2.6833333333333336,6.020604395604395,48.465865384615384,High Value
11274,0.17,1,2020-01-31,2020-01-31,1,0.17,365.25,186.2775,Premium Value
112771,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
112844,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
112917,5.48,3,2020-01-31,2020-07-31,182,1.8266666666666669,6.020604395604395,32.99291208791209,High Value
113,1.2,3,2020-01-31,2020-07-31,182,0.39999999999999997,6.020604395604395,7.224725274725273,High Value
11307,0.68,2,2020-01-31,2020-03-31,60,0.34,12.175,12.418500000000002,High Value
11310,1.34,2,2020-01-31,2020-03-31,60,0.67,12.175,24.471750000000004,High Value
11316,2.88,3,2020-01-31,2020-07-31,182,0.96,6.020604395604395,17.339340659340657,High Value
11317,6.29,4,2020-01-31,2020-09-30,243,1.5725,6.012345679012346,28.363240740740743,High Value
11320,11.44,4,2020-01-31,2020-09-30,243,2.86,6.012345679012346,51.58592592592593,High Value
11339,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
11341,0.51,1,2020-01-31,2020-01-31,1,0.51,365.25,558.8325,Premium Value
113441,24.119999999999997,4,2020-01-31,2020-09-30,243,6.029999999999999,6.012345679012346,108.76333333333332,Premium Value
11350,0.72,1,2020-01-31,2020-01-31,1,0.72,365.25,788.94,Premium Value
11354,0.0,4,2020-01-31,2020-09-30,243,0.0,6.012345679012346,0.0,Low Value
11358,0.0,4,2020-01-31,2020-09-30,243,0.0,6.012345679012346,0.0,Low Value
11359,0.0,4,2020-01-31,2020-09-30,243,0.0,6.012345679012346,0.0,Low Value
11360,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
11365,0.0,2,2020-03-31,2020-09-30,183,0.0,3.9918032786885247,0.0,Low Value
