Item Code,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Product_Segment,Cluster,Cluster_Name,Risk_Score,Risk_Level,PCA1,PCA2
10069,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
100714,184,1,0.0,2,1,1,211,1.3333333333333333,Inactive Products,2,Low Performing Products,91.7,High Risk,-1.5550910358444099,0.22438744923672557
100749,62,3,1.23,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.854000000000003,Low Risk,1.1837987706187316,-0.4851026434946991
10075,1,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,0.2,Low Risk,0.08339368002601409,-0.28958997563019145
10076,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10079,1,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,0.2,Low Risk,0.08339368002601409,-0.28958997563019145
1008,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
10085,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10087,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10089,1,2,0.0,5,2,1,521,2.6666666666666665,Newly Launched Products,4,Low Performing Products,-0.09999999999999998,Low Risk,0.9043003584600636,-0.48168691520297374
10090,1,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,0.2,Low Risk,0.08339368002601409,-0.28958997563019145
10091,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10092,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10093,184,1,0.0,2,1,1,211,1.3333333333333333,Inactive Products,2,Low Performing Products,91.7,High Risk,-1.5550910358444099,0.22438744923672557
10097,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10099,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10100,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10101,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10102,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10103,62,3,19.13,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,26.274,Low Risk,1.2529728939500588,-0.23253214466679872
10104,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10105,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10106,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
101117,62,2,0.73,5,2,4,524,3.6666666666666665,Emerging Products,4,Low Performing Products,30.253999999999998,Medium Risk,0.36095985410280124,-0.3000607457886178
10120,62,3,4.04,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.292,Low Risk,1.1946579486389008,-0.44545330820383866
10123,244,1,1.02,1,1,4,114,2.0,Inactive Products,2,Low Performing Products,121.49600000000001,High Risk,-2.088357373721447,0.4072969231257522
10124,184,2,1.02,2,2,4,224,2.6666666666666665,Inactive Products,9,Low Performing Products,91.19600000000001,High Risk,-0.7302425917233241,0.04668279507201352
10125,184,2,0.51,2,2,3,223,2.3333333333333335,Inactive Products,9,Low Performing Products,91.298,High Risk,-0.7322134745668424,0.0394866523679784
10127,1,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,0.2,Low Risk,0.08339368002601409,-0.28958997563019145
101346,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
101486,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
101532,62,3,2.38,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.624000000000002,Low Risk,1.1882429182070569,-0.46887604720128645
101567,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
101591,184,1,0.0,2,1,1,211,1.3333333333333333,Inactive Products,2,Low Performing Products,91.7,High Risk,-1.5550910358444099,0.22438744923672557
101664,62,3,0.32,5,4,3,543,4.0,High Demand Products,8,Low Performing Products,30.036,Medium Risk,1.1802820973097086,-0.4979428196920951
101672,62,2,0.0,5,2,1,521,2.6666666666666665,Newly Launched Products,4,Low Performing Products,30.4,Medium Risk,0.35813878650325554,-0.31036110691400143
101680,62,2,0.17,5,2,3,523,3.3333333333333335,Emerging Products,4,Low Performing Products,30.366,Medium Risk,0.358795747451095,-0.307962392679323
101702,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
101753,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10183,1,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,0.2,Low Risk,0.08339368002601409,-0.28958997563019145
101915,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
101923,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
10197,62,3,53.370000000000005,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,19.426000000000002,Low Risk,1.3852925577972466,0.25059712236489445
101974,62,3,45.81,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,20.938000000000002,Low Risk,1.3560771179992108,0.14392488934037345
102,62,2,0.4,5,2,3,523,3.3333333333333335,Emerging Products,4,Low Performing Products,30.32,Medium Risk,0.35968457696876005,-0.3047170734206405
102032,62,3,1.99,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.702,Low Risk,1.18673577250319,-0.4743789798573133
102083,62,3,2.21,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.658,Low Risk,1.1875859572592176,-0.47127476143596486
102148,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10243,62,3,4.42,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.216,Low Risk,1.1961264495811301,-0.4400914763851459
10245,62,3,6.3100000000000005,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,28.838,Low Risk,1.203430309530639,-0.41342341812901556
10246,62,3,2.21,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.658,Low Risk,1.1875859572592176,-0.47127476143596486
10264,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10265,184,1,0.0,2,1,1,211,1.3333333333333333,Inactive Products,2,Low Performing Products,91.7,High Risk,-1.5550910358444099,0.22438744923672557
10267,184,1,0.0,2,1,1,211,1.3333333333333333,Inactive Products,2,Low Performing Products,91.7,High Risk,-1.5550910358444099,0.22438744923672557
10268,184,1,0.0,2,1,1,211,1.3333333333333333,Inactive Products,2,Low Performing Products,91.7,High Risk,-1.5550910358444099,0.22438744923672557
10269,62,3,3.56,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.388,Low Risk,1.1928030000802954,-0.45222614839587166
10271,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10272,62,3,0.48,5,4,3,543,4.0,High Demand Products,8,Low Performing Products,30.004,Medium Risk,1.1809004134959105,-0.4956852062947506
10274,184,1,0.34,2,1,3,213,2.0,Inactive Products,2,Low Performing Products,91.632,High Risk,-1.5537771139487313,0.22918487770608237
10276,62,3,1.36,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.828000000000003,Low Risk,1.1843011525200207,-0.4832683326093567
10278,62,2,1.89,5,2,4,524,3.6666666666666665,Emerging Products,4,Low Performing Products,30.022,Medium Risk,0.3654426464527644,-0.2836930486578712
10279,62,3,1.86,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.728,Low Risk,1.1862333906019011,-0.47621329074265556
103055,1,4,0.0,5,5,1,551,3.6666666666666665,Inactive Products,0,Top Performing Products,-0.7,Low Risk,2.5461137153281626,-0.8658807943485386
103098,184,1,0.0,2,1,1,211,1.3333333333333333,Inactive Products,2,Low Performing Products,91.7,High Risk,-1.5550910358444099,0.22438744923672557
10324,184,2,0.0,2,2,1,221,1.6666666666666667,Inactive Products,9,Low Performing Products,91.4,High Risk,-0.7341843574103607,0.03229050966394323
10332,62,3,86.44,5,4,5,545,4.666666666666667,Top Performing Products,3,Low Performing Products,12.812000000000001,Low Risk,1.5130907845328327,0.7172175914285067
10345,62,3,6.25,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,28.85,Low Risk,1.2031984409608134,-0.4142700231530197
10346,62,3,9.0,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,28.3,Low Risk,1.2138257504111567,-0.3754672928861635
10356,184,2,0.75,2,2,4,224,2.6666666666666665,Inactive Products,9,Low Performing Products,91.25,High Risk,-0.7312860002875397,0.04287307246399496
103608,62,3,2.29,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.642000000000003,Low Risk,1.1878951153523185,-0.4701459547372926
10375,62,3,52.59,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,19.582,Low Risk,1.3822782663895126,0.23959125705284073
10387,184,2,0.0,2,2,1,221,1.6666666666666667,Inactive Products,9,Low Performing Products,91.4,High Risk,-0.7341843574103607,0.03229050966394323
10394,184,2,0.0,2,2,1,221,1.6666666666666667,Inactive Products,9,Low Performing Products,91.4,High Risk,-0.7341843574103607,0.03229050966394323
104,62,3,1.8,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.740000000000002,Low Risk,1.1860015220320754,-0.47705989576665975
10401,184,2,0.8500000000000001,2,2,4,224,2.6666666666666665,Inactive Products,9,Low Performing Products,91.23,High Risk,-0.7308995526711637,0.04428408083733512
104060,62,3,4.59,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.182000000000002,Low Risk,1.1967834105289696,-0.4376927621504675
10407,184,2,0.0,2,2,1,221,1.6666666666666667,Inactive Products,9,Low Performing Products,91.4,High Risk,-0.7341843574103607,0.03229050966394323
10413,62,3,40.8,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,21.94,Low Risk,1.3367160924187664,0.07323336983602809
104280,62,3,0.57,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.986,Medium Risk,1.181248216350649,-0.49441529875874446
10430,62,3,138.79,5,4,5,545,4.666666666666667,Top Performing Products,3,Low Performing Products,2.3420000000000023,Low Risk,1.7153961117057375,1.4558804748721148
104302,184,2,1.52,2,2,4,224,2.6666666666666665,Inactive Products,9,Low Performing Products,91.096,High Risk,-0.7283103536414434,0.05373783693871463
10431,62,3,79.83,5,4,5,545,4.666666666666667,Top Performing Products,3,Low Performing Products,14.134,Low Risk,1.4875465970903705,0.6239499379507181
10432,62,3,2.5,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.6,Low Risk,1.1887066553467083,-0.46718283715327813
10434,62,3,264.57,5,4,5,545,4.666666666666667,Top Performing Products,6,Top Performing Products,-22.814,Low Risk,2.201469923583635,3.2306468068594505
10435,184,2,22.66,2,2,5,225,3.0,Inactive Products,9,Low Performing Products,86.86800000000001,High Risk,-0.6466153275395295,0.35202500706283835
10436,62,3,147.87,5,4,5,545,4.666666666666667,Top Performing Products,3,Low Performing Products,0.5259999999999998,Low Risk,1.7504855552726903,1.5840000351714074
10437,184,2,2.0,2,2,4,224,2.6666666666666665,Inactive Products,9,Low Performing Products,91.0,High Risk,-0.7264554050828381,0.06051067713074776
10438,62,3,21.5,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,25.8,Low Risk,1.2621317024581735,-0.19909124621863536
10439,62,3,1.74,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.752000000000002,Low Risk,1.1857696534622497,-0.47790650079066394
10440,1,3,0.49,5,4,3,543,4.0,High Demand Products,8,Low Performing Products,-0.4979999999999999,Low Risk,1.727100630214356,-0.6668699137463889
104400,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10441,1,4,43.55,5,5,5,555,5.0,Top Performing Products,0,Top Performing Products,-9.409999999999998,Low Risk,2.7144116522599675,-0.2513866477588703
10442,1,4,115.69999999999999,5,5,5,555,5.0,Top Performing Products,0,Top Performing Products,-23.84,Low Risk,2.9932336074753465,0.7666558936061021
10443,62,3,66.4,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,16.82,Low Risk,1.4356466822110556,0.43445151341112603
10444,62,3,113.95,5,4,5,545,4.666666666666667,Top Performing Products,3,Low Performing Products,7.309999999999999,Low Risk,1.6194025237979066,1.105385994934403
10445,62,3,31.75,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,23.75,Low Risk,1.3017425831367266,-0.054462887951262244
104450,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
104604,62,2,0.0,5,2,1,521,2.6666666666666665,Newly Launched Products,4,Low Performing Products,30.4,Medium Risk,0.35813878650325554,-0.31036110691400143
104639,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10472,62,3,6.25,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,28.85,Low Risk,1.2031984409608134,-0.4142700231530197
10475,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
10480,62,3,6.41,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,28.818,Low Risk,1.203816757147015,-0.4120124097556753
104949,62,2,0.08,5,2,3,523,3.3333333333333335,Emerging Products,4,Low Performing Products,30.384,Medium Risk,0.3584479445963564,-0.3092323002153293
10499,62,3,2.21,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.658,Low Risk,1.1875859572592176,-0.47127476143596486
105,62,3,18.0,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,26.5,Low Risk,1.2486060358850084,-0.24847653928554317
105023,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
105031,184,2,0.0,2,2,1,221,1.6666666666666667,Inactive Products,9,Low Performing Products,91.4,High Risk,-0.7341843574103607,0.03229050966394323
10529,62,3,247.24,5,4,5,545,4.666666666666667,Top Performing Products,6,Top Performing Products,-19.348000000000006,Low Risk,2.134498551665651,2.98611905575959
10545,62,3,0.16,5,4,3,543,4.0,High Demand Products,8,Low Performing Products,30.068,Medium Risk,1.179663781123507,-0.5002004330894395
105490,62,3,10.379999999999999,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,28.024,Low Risk,1.2191587275171472,-0.3559953773340683
1058,62,3,25.29,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,25.042,Low Risk,1.2767780671188285,-0.14561402886904082
10586,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
10593,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
106,62,3,4.0,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.3,Low Risk,1.1945033695923502,-0.4460177115531747
10603,62,2,0.64,5,2,4,524,3.6666666666666665,Emerging Products,4,Low Performing Products,30.272,Medium Risk,0.3606120512480628,-0.30133065332462405
10607,62,2,0.51,5,2,3,523,3.3333333333333335,Emerging Products,4,Low Performing Products,30.298,Medium Risk,0.36010966934677374,-0.3031649642099663
10609,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10610,62,3,4.5,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.200000000000003,Low Risk,1.196435607674231,-0.4389626696864736
10632,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10634,62,3,23.03,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,25.494,Low Risk,1.2680443509887278,-0.17750281810652976
10636,62,2,5.45,5,2,4,524,3.6666666666666665,Emerging Products,4,Low Performing Products,29.31,Low Risk,0.37920018159575464,-0.23346115056695915
10637,62,3,19.17,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,26.266000000000002,Low Risk,1.2531274729966095,-0.2319677413174626
10638,62,3,11.5,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,27.8,Low Risk,1.2234869408205602,-0.3401920835526579
10646,62,3,0.25,5,4,3,543,4.0,High Demand Products,8,Low Performing Products,30.05,Medium Risk,1.1800115839782455,-0.49893052555343326
106518,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
10666,62,3,0.48,5,4,3,543,4.0,High Demand Products,8,Low Performing Products,30.004,Medium Risk,1.1809004134959105,-0.4956852062947506
10667,184,2,0.16,2,2,3,223,2.3333333333333335,Inactive Products,9,Low Performing Products,91.36800000000001,High Risk,-0.7335660412241589,0.034548123061287586
10668,62,3,62.06,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,17.688000000000002,Low Risk,1.418874855660332,0.37321375000816
10669,184,2,0.51,2,2,3,223,2.3333333333333335,Inactive Products,9,Low Performing Products,91.298,High Risk,-0.7322134745668424,0.0394866523679784
10671,184,1,0.17,2,1,3,213,2.0,Inactive Products,2,Low Performing Products,91.666,High Risk,-1.5544340748965713,0.22678616347140407
106739,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
10675,184,2,0.34,2,2,3,223,2.3333333333333335,Inactive Products,9,Low Performing Products,91.33200000000001,High Risk,-0.7328704355146819,0.03708793813330002
10676,62,3,1.02,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.896,Medium Risk,1.1829872306243419,-0.4880657610787135
10678,62,3,0.8400000000000001,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.932000000000002,Medium Risk,1.1822916249148647,-0.4906055761507259
106917,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10693,62,3,11.25,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,27.85,Low Risk,1.2225208217796197,-0.3437196044860084
10696,62,3,11.0,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,27.900000000000002,Low Risk,1.2215547027386795,-0.347247125419359
106968,62,2,0.0,5,2,1,521,2.6666666666666665,Newly Launched Products,4,Low Performing Products,30.4,Medium Risk,0.35813878650325554,-0.31036110691400143
107,62,3,44.26,5,4,5,545,4.666666666666667,Top Performing Products,8,Low Performing Products,21.248,Low Risk,1.3500871799453806,0.12205425955359994
10711,62,3,73.67,5,4,5,545,4.666666666666667,Top Performing Products,3,Low Performing Products,15.366,Low Risk,1.4637414239216007,0.5370318221529604
107123,62,2,0.75,5,2,4,524,3.6666666666666665,Emerging Products,4,Low Performing Products,30.25,Medium Risk,0.36103714362607664,-0.2997785441139497
107352,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10737,244,1,0.32,1,1,3,113,1.6666666666666667,Inactive Products,2,Low Performing Products,121.63600000000001,High Risk,-2.09106250703608,0.3974198645123706
10738,184,2,0.66,2,2,4,224,2.6666666666666665,Inactive Products,9,Low Performing Products,91.268,High Risk,-0.7316338031422782,0.04160316492798873
10740,62,3,3.7600000000000002,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,29.348000000000003,Low Risk,1.1935758953130478,-0.4494041316491913
107549,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
107557,62,2,0.4,5,2,3,523,3.3333333333333335,Emerging Products,4,Low Performing Products,30.32,Medium Risk,0.35968457696876005,-0.3047170734206405
10758,62,3,7.09,5,4,4,544,4.333333333333333,Top Performing Products,8,Low Performing Products,28.682000000000002,Low Risk,1.2064446009383727,-0.4024175528169618
10768,62,3,0.0,5,4,1,541,3.3333333333333335,Inactive Products,8,Low Performing Products,30.1,Medium Risk,1.1790454649373052,-0.5024580464867838
10770,62,1,0.0,5,1,1,511,2.3333333333333335,Newly Launched Products,1,Emerging Products,30.7,Medium Risk,-0.46276789193079404,-0.11826416734121904
107816,244,1,0.0,1,1,1,111,1.0,Inactive Products,2,Low Performing Products,121.7,High Risk,-2.0922991394084836,0.39290463771768197
10787,184,2,4.08,2,2,4,224,2.6666666666666665,Inactive Products,9,Low Performing Products,90.584,High Risk,-0.7184172946622146,0.0898596512962244
